Trial,Participant,Run,Trial_Type,Value1,Value2,Side_First_Cue,Chose_to_reveal,Choice,NumMoves,Left,Rank1,Rank2,Correct,Value3,Value4,Rank3,Rank4,Values
122,19,4,Option,0.7,30,1,[ 2.  4.],2,2,0,4,2,1,70,0.5,1,0,"[30.0, 70.0, 0.7, 0.5]"
123,19,4,Attribute,0.5,0.7,1,[ 1.  2.],1,2,1,3,4,1,70,50,1,0,"[70.0, 50.0, 0.5, 0.7]"
124,19,4,Attribute,0.5,0.1,2,[ 1.  2.],1,2,1,3,1,1,70,10,1,-2,"[70.0, 10.0, 0.1, 0.5]"
125,19,4,Option,0.7,70,2,[ 1.],2,1,0,4,4,1,10,,-2,,"[10.0, 70.0, 0.9, 0.7]"
126,19,4,Attribute,70,70,1,[ 1.  2.],2,2,0,4,4,1,0.7,0.9,1,2,"[0.7, 0.9, 70.0, 70.0]"
127,19,4,Option,0.1,50,2,[],1,0,1,1,3,1,,,,,"[0.5, 0.1, 70.0, 50.0]"
128,19,4,Attribute,30,30,1,[ 2.  1.],1,2,1,2,2,1,0.5,0.7,0,1,"[0.7, 0.5, 30.0, 30.0]"
129,19,4,Option,70,0.3,1,[ 2.],1,1,1,4,2,1,10,,-2,,"[70.0, 10.0, 0.3, 0.5]"
130,19,4,Attribute,0.7,0.1,2,[],2,0,0,4,1,1,,,,,"[0.1, 0.7, 70.0, 50.0]"
131,19,4,Option,0.5,10,1,[ 2.],2,1,0,3,1,1,0.5,,0,,"[0.5, 0.5, 10.0, 90.0]"
132,19,4,Option,0.5,70,2,[ 1.  3.],2,2,0,3,4,1,0.1,50,-2,0,"[0.1, 0.5, 50.0, 70.0]"
133,19,4,Option,10,0.1,2,[],1,0,1,1,1,1,,,,,"[0.5, 0.1, 10.0, 10.0]"
134,19,4,Option,90,0.1,2,[ 1.  3.],2,2,0,5,1,0,0.7,70,1,1,"[0.7, 0.1, 70.0, 90.0]"
135,19,4,Attribute,10,10,1,[ 3.  4.],1,2,1,1,1,1,0.5,0.1,0,-2,"[10.0, 10.0, 0.5, 0.1]"
136,19,4,Attribute,0.3,0.7,1,[ 4.  3.],2,2,0,2,4,1,50,10,0,-2,"[0.3, 0.7, 10.0, 50.0]"
137,19,4,Attribute,0.1,0.5,2,[ 1.  2.],2,2,0,1,3,1,10,70,-2,1,"[10.0, 70.0, 0.5, 0.1]"
138,19,4,Attribute,30,90,2,[ 1.],1,1,1,2,5,1,0.7,,1,,"[0.7, 0.5, 90.0, 30.0]"
139,19,4,Attribute,90,50,2,[ 4.],2,1,0,5,3,1,0.9,,2,,"[50.0, 90.0, 0.1, 0.9]"
140,19,4,Option,10,0.9,1,[ 2.  4.],2,2,0,1,5,1,0.3,90,-1,2,"[0.9, 0.3, 10.0, 90.0]"
141,19,4,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[0.9, 0.7, 90.0, 30.0]"
142,19,4,Attribute,70,70,2,[ 1.  2.],1,2,1,4,4,1,0.5,0.1,0,-2,"[0.5, 0.1, 70.0, 70.0]"
143,19,4,Option,50,0.9,2,[ 1.],2,1,0,3,5,1,0.5,,0,,"[0.5, 0.9, 90.0, 50.0]"
144,19,4,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[0.1, 0.9, 10.0, 10.0]"
145,19,4,Option,0.9,30,2,[ 3.  1.],2,2,0,5,2,1,10,0.5,-2,0,"[0.5, 0.9, 10.0, 30.0]"
146,19,4,Attribute,0.9,0.9,1,[ 1.  2.],2,2,0,5,5,1,30,70,-1,1,"[30.0, 70.0, 0.9, 0.9]"
147,19,4,Attribute,0.3,0.5,2,[ 3.  4.],1,2,1,2,3,1,10,10,-2,-2,"[0.5, 0.3, 10.0, 10.0]"
148,19,4,Option,90,0.5,1,[],1,0,1,5,3,1,,,,,"[0.5, 0.9, 90.0, 10.0]"
149,19,4,Attribute,90,90,1,[ 4.],2,1,0,5,5,1,0.9,,2,,"[90.0, 90.0, 0.5, 0.9]"
150,19,4,Attribute,0.9,0.3,2,[ 2.],2,1,0,5,2,1,90,,2,,"[90.0, 90.0, 0.3, 0.9]"
151,19,4,Option,30,0.7,1,[ 2.],2,1,0,2,4,0,90,,2,,"[30.0, 90.0, 0.7, 0.1]"
152,19,4,Attribute,10,30,2,[ 3.],1,1,1,1,2,1,0.3,,-1,,"[30.0, 10.0, 0.3, 0.1]"
153,19,4,Option,30,0.5,2,[ 3.  1.],2,2,0,2,3,1,0.3,10,-1,-2,"[10.0, 30.0, 0.3, 0.5]"
154,19,4,Attribute,0.7,0.9,1,[ 4.],2,1,0,4,5,1,90,,2,,"[0.7, 0.9, 90.0, 90.0]"
155,19,4,Attribute,50,10,1,[],1,0,1,3,1,1,,,,,"[50.0, 10.0, 0.3, 0.3]"
156,19,4,Attribute,50,50,2,[ 3.],1,1,1,3,3,1,0.9,,2,,"[50.0, 50.0, 0.9, 0.5]"
157,19,4,Option,50,0.7,1,[],1,0,1,3,4,0,,,,,"[0.7, 0.9, 50.0, 90.0]"
158,19,4,Option,0.3,50,2,[ 3.  1.],1,2,1,2,3,1,0.5,90,0,2,"[90.0, 50.0, 0.5, 0.3]"
159,19,4,Option,70,0.3,2,[ 3.  1.],2,2,0,4,2,0,0.5,50,0,0,"[50.0, 70.0, 0.5, 0.3]"
160,19,4,Attribute,0.1,0.3,1,[ 1.],1,1,1,1,2,0,70,,1,,"[70.0, 90.0, 0.1, 0.3]"
161,19,5,Option,50,0.1,2,[ 3.  1.],1,2,1,3,1,1,0.3,50,-1,0,"[50.0, 50.0, 0.3, 0.1]"
162,19,5,Attribute,0.5,0.9,1,[ 4.],2,1,0,3,5,1,90,,2,,"[0.5, 0.9, 90.0, 90.0]"
163,19,5,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[90.0, 10.0, 0.9, 0.7]"
164,19,5,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[10.0, 90.0, 0.1, 0.7]"
165,19,5,Option,0.9,30,2,[],2,0,0,5,2,1,,,,,"[10.0, 30.0, 0.3, 0.9]"
166,19,5,Option,0.5,50,2,[ 1.],2,1,0,3,3,1,10,,-2,,"[10.0, 50.0, 0.5, 0.5]"
167,19,5,Attribute,30,50,1,[ 3.],2,1,0,2,3,1,0.1,,-2,,"[30.0, 50.0, 0.1, 0.1]"
168,19,5,Option,0.7,70,2,[ 1.  3.],1,2,1,4,4,1,0.9,70,2,1,"[0.9, 0.7, 70.0, 70.0]"
169,19,5,Attribute,0.1,0.5,2,[ 3.],1,1,1,1,3,1,50,,0,,"[0.5, 0.1, 50.0, 10.0]"
170,19,5,Attribute,0.7,0.7,1,[ 1.  2.],2,2,0,4,4,1,30,90,-1,2,"[30.0, 90.0, 0.7, 0.7]"
171,19,5,Attribute,0.9,0.5,2,[],2,0,0,5,3,1,,,,,"[0.5, 0.9, 10.0, 90.0]"
172,19,5,Option,30,0.9,1,[ 2.],1,1,1,2,5,1,0.5,,0,,"[0.9, 0.5, 30.0, 10.0]"
173,19,5,Attribute,0.7,0.1,2,[],2,0,0,4,1,1,,,,,"[30.0, 90.0, 0.1, 0.7]"
174,19,5,Option,10,0.7,2,[ 1.  3.],1,2,1,1,4,0,30,0.1,-1,-2,"[30.0, 10.0, 0.1, 0.7]"
175,19,5,Option,0.3,70,2,[ 1.],1,1,1,2,4,1,0.7,,1,,"[0.7, 0.3, 30.0, 70.0]"
176,19,5,Option,90,0.3,2,[ 1.  3.],2,2,0,5,2,1,70,0.1,1,-2,"[70.0, 90.0, 0.1, 0.3]"
177,19,5,Attribute,50,70,2,[],1,0,1,3,4,1,,,,,"[0.3, 0.3, 70.0, 50.0]"
178,19,5,Option,70,0.9,1,[ 4.],1,1,1,4,5,1,30,,-1,,"[0.9, 0.5, 70.0, 30.0]"
179,19,5,Option,70,0.7,2,[],2,0,0,4,4,0,,,,,"[0.7, 0.7, 90.0, 70.0]"
180,19,5,Option,90,0.5,1,[],1,0,1,5,3,1,,,,,"[90.0, 90.0, 0.5, 0.1]"
181,19,5,Attribute,0.5,0.3,2,[ 4.  3.],1,2,1,3,2,1,30,50,-1,0,"[0.3, 0.5, 50.0, 30.0]"
182,19,5,Attribute,10,50,2,[ 2.],1,1,1,1,3,1,0.1,,-2,,"[0.9, 0.1, 50.0, 10.0]"
183,19,5,Option,10,0.3,1,[ 2.],2,1,0,1,2,1,90,,2,,"[10.0, 90.0, 0.3, 0.3]"
184,19,5,Attribute,0.3,0.3,2,[ 2.  1.],2,2,0,2,2,1,70,10,1,-2,"[10.0, 70.0, 0.3, 0.3]"
185,19,5,Option,50,0.1,1,[],2,0,0,3,1,1,,,,,"[50.0, 90.0, 0.1, 0.5]"
186,19,5,Attribute,70,30,1,[ 3.  4.],2,2,0,4,2,0,0.3,0.3,-1,-1,"[70.0, 30.0, 0.3, 0.3]"
187,19,5,Option,0.1,90,2,[ 1.],2,1,0,1,5,1,10,,-2,,"[10.0, 90.0, 0.7, 0.1]"
188,19,5,Option,0.3,50,1,[ 2.],2,1,0,2,3,1,0.5,,0,,"[0.3, 0.5, 50.0, 50.0]"
189,19,5,Attribute,10,10,1,[],1,0,1,1,1,1,,,,,"[0.7, 0.5, 10.0, 10.0]"
190,19,5,Attribute,30,90,2,[ 4.  3.],1,2,1,2,5,1,0.9,0.7,2,1,"[90.0, 30.0, 0.7, 0.9]"
191,19,5,Attribute,50,90,1,[],2,0,0,3,5,0,,,,,"[0.7, 0.3, 50.0, 90.0]"
192,19,5,Attribute,0.1,0.7,1,[ 4.],1,1,1,1,4,1,10,,-2,,"[0.1, 0.7, 70.0, 10.0]"
193,19,5,Option,0.7,10,1,[ 2.],1,1,1,4,1,1,0.1,,-2,,"[0.7, 0.1, 10.0, 10.0]"
194,19,5,Option,0.5,30,1,[ 4.  2.],1,2,1,3,2,1,0.3,30,-1,-1,"[30.0, 30.0, 0.5, 0.3]"
195,19,5,Attribute,0.9,0.1,1,[],1,0,1,5,1,1,,,,,"[0.9, 0.1, 90.0, 50.0]"
196,19,5,Attribute,70,10,2,[],2,0,0,4,1,1,,,,,"[10.0, 70.0, 0.7, 0.1]"
197,19,5,Option,30,0.5,2,[ 3.],1,1,1,2,3,1,90,,2,,"[0.3, 0.5, 90.0, 30.0]"
198,19,5,Attribute,90,30,2,[ 1.],1,1,1,5,2,1,0.9,,2,,"[0.9, 0.3, 30.0, 90.0]"
199,19,5,Attribute,90,70,1,[ 2.  1.],2,2,0,5,4,1,0.7,0.1,1,-2,"[0.1, 0.7, 90.0, 70.0]"
200,19,5,Attribute,0.3,0.9,1,[],2,0,0,2,5,1,,,,,"[70.0, 90.0, 0.3, 0.9]"
1,20,1,Option,0.3,90,2,[],1,0,1,2,5,0,,,,,"[0.3, 0.3, 10.0, 90.0]"
2,20,1,Attribute,90,70,2,[ 2.],2,1,0,5,4,1,0.9,,2,,"[0.1, 0.9, 70.0, 90.0]"
3,20,1,Attribute,0.9,0.3,1,[],1,0,1,5,2,0,,,,,"[0.9, 0.3, 10.0, 70.0]"
4,20,1,Option,30,0.1,1,[],2,0,0,2,1,1,,,,,"[0.1, 0.5, 30.0, 30.0]"
5,20,1,Attribute,0.9,0.7,2,[ 4.],1,1,1,5,4,1,30,,-1,,"[0.7, 0.9, 90.0, 30.0]"
6,20,1,Attribute,0.3,0.1,2,[],2,0,0,2,1,1,,,,,"[10.0, 30.0, 0.1, 0.3]"
7,20,1,Option,50,0.9,1,[],1,0,1,3,5,1,,,,,"[50.0, 30.0, 0.9, 0.9]"
8,20,1,Attribute,0.7,0.5,2,[],2,0,0,4,3,1,,,,,"[30.0, 30.0, 0.5, 0.7]"
9,20,1,Option,10,0.7,1,[],2,0,0,1,4,0,,,,,"[10.0, 10.0, 0.7, 0.3]"
10,20,1,Attribute,0.1,0.9,2,[],1,0,1,1,5,1,,,,,"[0.9, 0.1, 70.0, 90.0]"
11,20,1,Option,0.5,30,2,[],1,0,1,3,2,0,,,,,"[10.0, 30.0, 0.9, 0.5]"
12,20,1,Attribute,0.7,0.1,1,[],1,0,1,4,1,1,,,,,"[10.0, 50.0, 0.7, 0.1]"
13,20,1,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[90.0, 70.0, 0.9, 0.3]"
14,20,1,Attribute,30,70,1,[ 4.],1,1,1,2,4,0,0.3,,-1,,"[30.0, 70.0, 0.3, 0.3]"
15,20,1,Attribute,0.3,0.7,1,[],2,0,0,2,4,1,,,,,"[10.0, 70.0, 0.3, 0.7]"
16,20,1,Attribute,50,50,1,[ 2.],2,1,0,3,3,0,0.5,,0,,"[0.9, 0.5, 50.0, 50.0]"
17,20,1,Attribute,10,10,2,[],1,0,1,1,1,1,,,,,"[0.5, 0.1, 10.0, 10.0]"
18,20,1,Option,0.1,10,2,[],1,0,1,1,1,1,,,,,"[70.0, 10.0, 0.9, 0.1]"
19,20,1,Option,90,0.1,2,[],1,0,1,5,1,1,,,,,"[50.0, 90.0, 0.5, 0.1]"
20,20,1,Attribute,90,90,1,[ 2.],2,1,0,5,5,1,0.9,,2,,"[0.1, 0.9, 90.0, 90.0]"
21,20,1,Option,50,0.3,2,[],1,0,1,3,2,1,,,,,"[30.0, 50.0, 0.7, 0.3]"
22,20,1,Option,90,0.3,1,[ 4.],2,1,0,5,2,1,0.7,,1,,"[90.0, 90.0, 0.3, 0.7]"
23,20,1,Attribute,50,10,2,[],2,0,0,3,1,1,,,,,"[0.5, 0.3, 10.0, 50.0]"
24,20,1,Option,10,0.7,2,[],1,0,1,1,4,1,,,,,"[90.0, 10.0, 0.5, 0.7]"
25,20,1,Attribute,70,30,2,[ 4.],1,1,1,4,2,1,0.3,,-1,,"[30.0, 70.0, 0.9, 0.3]"
26,20,1,Attribute,70,50,1,[ 3.],1,1,1,4,3,1,0.5,,0,,"[70.0, 50.0, 0.5, 0.5]"
27,20,1,Option,70,0.9,1,[],1,0,1,4,5,1,,,,,"[0.9, 0.7, 70.0, 30.0]"
28,20,1,Option,0.9,10,2,[],1,0,1,5,1,1,,,,,"[50.0, 10.0, 0.7, 0.9]"
29,20,1,Option,0.7,70,2,[],2,0,0,4,4,1,,,,,"[0.5, 0.7, 90.0, 70.0]"
30,20,1,Option,70,0.5,2,[],2,0,0,4,3,1,,,,,"[0.3, 0.5, 30.0, 70.0]"
31,20,1,Attribute,0.1,0.5,1,[],2,0,0,1,3,1,,,,,"[0.1, 0.5, 50.0, 30.0]"
32,20,1,Attribute,30,90,2,[ 3.],1,1,1,2,5,1,0.7,,1,,"[90.0, 30.0, 0.7, 0.9]"
33,20,1,Option,30,0.5,2,[],1,0,1,2,3,0,,,,,"[0.1, 0.5, 90.0, 30.0]"
34,20,1,Attribute,0.5,0.3,1,[ 3.],1,1,1,3,2,1,90,,2,,"[0.5, 0.3, 90.0, 50.0]"
35,20,1,Attribute,0.5,0.9,2,[],1,0,1,3,5,0,,,,,"[0.9, 0.5, 30.0, 90.0]"
36,20,1,Option,0.5,30,1,[],2,0,0,3,2,0,,,,,"[30.0, 10.0, 0.5, 0.9]"
37,20,1,Option,0.7,50,1,[],1,0,1,4,3,1,,,,,"[0.7, 0.1, 50.0, 50.0]"
38,20,1,Option,0.3,70,1,[ 4.],2,1,0,2,4,0,90,,2,,"[0.3, 0.1, 70.0, 90.0]"
39,20,1,Option,0.1,50,1,[],2,0,0,1,3,0,,,,,"[50.0, 30.0, 0.1, 0.1]"
40,20,1,Attribute,10,30,1,[],2,0,0,1,2,1,,,,,"[0.5, 0.5, 10.0, 30.0]"
41,20,2,Option,0.3,30,2,[],1,0,1,2,2,1,,,,,"[50.0, 30.0, 0.9, 0.3]"
42,20,2,Attribute,70,30,2,[],2,0,0,4,2,1,,,,,"[0.5, 0.7, 30.0, 70.0]"
43,20,2,Attribute,0.7,0.9,1,[ 4.],1,1,1,4,5,1,10,,-2,,"[0.7, 0.9, 70.0, 10.0]"
44,20,2,Option,70,0.3,2,[ 3.],1,1,1,4,2,1,0.9,,2,,"[70.0, 70.0, 0.9, 0.3]"
45,20,2,Option,30,0.3,2,[],1,0,1,2,2,1,,,,,"[10.0, 30.0, 0.9, 0.3]"
46,20,2,Option,0.3,10,1,[],2,0,0,2,1,1,,,,,"[10.0, 70.0, 0.3, 0.3]"
47,20,2,Attribute,0.5,0.1,1,[],1,0,1,3,1,1,,,,,"[30.0, 70.0, 0.5, 0.1]"
48,20,2,Option,10,0.5,2,[],1,0,1,1,3,1,,,,,"[0.7, 0.5, 90.0, 10.0]"
49,20,2,Attribute,0.3,0.7,2,[],1,0,1,2,4,1,,,,,"[0.7, 0.3, 70.0, 10.0]"
50,20,2,Attribute,0.9,0.5,1,[],1,0,1,5,3,1,,,,,"[70.0, 30.0, 0.9, 0.5]"
51,20,2,Attribute,0.3,0.5,1,[],2,0,0,2,3,1,,,,,"[0.3, 0.5, 30.0, 30.0]"
52,20,2,Option,0.7,30,1,[ 4.],1,1,1,4,2,0,0.3,,-1,,"[30.0, 90.0, 0.7, 0.3]"
53,20,2,Attribute,30,10,2,[],2,0,0,2,1,1,,,,,"[0.7, 0.7, 10.0, 30.0]"
54,20,2,Option,0.5,70,2,[],2,0,0,3,4,1,,,,,"[0.1, 0.5, 10.0, 70.0]"
55,20,2,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[0.1, 0.7, 50.0, 90.0]"
56,20,2,Option,30,0.7,1,[],1,0,1,2,4,1,,,,,"[30.0, 70.0, 0.7, 0.1]"
57,20,2,Attribute,90,10,1,[],1,0,1,5,1,1,,,,,"[90.0, 10.0, 0.1, 0.3]"
58,20,2,Option,0.9,90,2,[],2,0,0,5,5,1,,,,,"[0.1, 0.9, 10.0, 90.0]"
59,20,2,Attribute,90,70,2,[ 4.],2,1,0,5,4,1,0.9,,2,,"[70.0, 90.0, 0.7, 0.9]"
60,20,2,Attribute,70,50,1,[ 1.  2.],2,2,0,4,3,1,0.5,0.9,0,2,"[0.5, 0.9, 70.0, 50.0]"
61,20,2,Option,0.7,70,2,[],2,0,0,4,4,1,,,,,"[10.0, 70.0, 0.9, 0.7]"
62,20,2,Option,50,0.9,2,[],2,0,0,3,5,1,,,,,"[0.5, 0.9, 90.0, 50.0]"
63,20,2,Attribute,50,90,1,[],2,0,0,3,5,1,,,,,"[50.0, 90.0, 0.3, 0.3]"
64,20,2,Attribute,10,50,2,[],1,0,1,1,3,1,,,,,"[50.0, 10.0, 0.7, 0.5]"
65,20,2,Attribute,10,90,1,[],2,0,0,1,5,1,,,,,"[10.0, 90.0, 0.3, 0.1]"
66,20,2,Option,90,0.5,1,[],1,0,1,5,3,1,,,,,"[0.5, 0.1, 90.0, 30.0]"
67,20,2,Attribute,0.9,0.7,2,[ 1.],2,1,0,5,4,1,10,,-2,,"[10.0, 50.0, 0.7, 0.9]"
68,20,2,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[0.9, 0.3, 90.0, 90.0]"
69,20,2,Attribute,0.7,0.3,2,[],2,0,0,4,2,1,,,,,"[0.3, 0.7, 70.0, 90.0]"
70,20,2,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[0.1, 0.1, 10.0, 50.0]"
71,20,2,Option,0.5,50,1,[ 4.],2,1,0,3,3,0,70,,1,,"[0.5, 0.1, 50.0, 70.0]"
72,20,2,Option,50,0.1,1,[],2,0,0,3,1,1,,,,,"[0.1, 0.3, 50.0, 70.0]"
73,20,2,Attribute,50,70,2,[ 3.  4.],2,2,0,3,4,1,0.3,0.7,-1,1,"[70.0, 50.0, 0.3, 0.7]"
74,20,2,Attribute,30,30,1,[ 2.],2,1,0,2,2,1,0.7,,1,,"[0.5, 0.7, 30.0, 30.0]"
75,20,2,Attribute,0.5,0.3,2,[],2,0,0,3,2,0,,,,,"[70.0, 30.0, 0.3, 0.5]"
76,20,2,Option,70,0.1,1,[],2,0,0,4,1,1,,,,,"[70.0, 30.0, 0.1, 0.3]"
77,20,2,Attribute,0.1,0.9,2,[],1,0,1,1,5,1,,,,,"[30.0, 30.0, 0.9, 0.1]"
78,20,2,Option,10,0.9,1,[],2,0,0,1,5,0,,,,,"[0.9, 0.3, 10.0, 10.0]"
79,20,2,Option,0.1,50,2,[],1,0,1,1,3,1,,,,,"[0.5, 0.1, 10.0, 50.0]"
80,20,2,Attribute,0.1,0.1,1,[],2,0,0,1,1,0,,,,,"[90.0, 30.0, 0.1, 0.1]"
81,20,3,Attribute,30,50,2,[ 3.],2,1,0,2,3,1,0.1,,-2,,"[50.0, 30.0, 0.1, 0.9]"
82,20,3,Attribute,10,90,2,[],1,0,1,1,5,1,,,,,"[0.9, 0.9, 90.0, 10.0]"
83,20,3,Option,90,0.5,2,[],2,0,0,5,3,1,,,,,"[30.0, 90.0, 0.5, 0.5]"
84,20,3,Attribute,0.9,0.7,1,[ 3.],1,1,1,5,4,1,70,,1,,"[0.9, 0.7, 70.0, 30.0]"
85,20,3,Option,0.7,30,2,[ 3.],2,1,0,4,2,1,70,,1,,"[0.1, 0.7, 70.0, 30.0]"
86,20,3,Attribute,0.7,0.7,2,[ 2.],1,1,1,4,4,1,10,,-2,,"[90.0, 10.0, 0.7, 0.7]"
87,20,3,Attribute,90,10,2,[],2,0,0,5,1,1,,,,,"[0.3, 0.3, 10.0, 90.0]"
88,20,3,Attribute,0.3,0.5,2,[ 1.],1,1,1,2,3,1,50,,0,,"[50.0, 70.0, 0.5, 0.3]"
89,20,3,Option,30,0.9,2,[],2,0,0,2,5,0,,,,,"[0.7, 0.9, 50.0, 30.0]"
90,20,3,Option,0.3,90,1,[ 2.],1,1,1,2,5,1,0.3,,-1,,"[0.3, 0.3, 90.0, 70.0]"
91,20,3,Option,0.9,70,1,[],1,0,1,5,4,1,,,,,"[70.0, 50.0, 0.9, 0.1]"
92,20,3,Option,0.5,90,2,[],2,0,0,3,5,1,,,,,"[30.0, 90.0, 0.9, 0.5]"
93,20,3,Option,10,0.3,1,[],2,0,0,1,2,1,,,,,"[10.0, 70.0, 0.3, 0.7]"
94,20,3,Attribute,0.5,0.9,2,[],1,0,1,3,5,1,,,,,"[0.9, 0.5, 70.0, 30.0]"
95,20,3,Attribute,70,30,1,[ 3.  4.],1,2,1,4,2,1,0.3,0.1,-1,-2,"[70.0, 30.0, 0.3, 0.1]"
96,20,3,Attribute,50,10,1,[],1,0,1,3,1,1,,,,,"[0.7, 0.5, 50.0, 10.0]"
97,20,3,Option,70,0.7,2,[],2,0,0,4,4,0,,,,,"[0.9, 0.7, 70.0, 70.0]"
98,20,3,Option,0.1,70,1,[],2,0,0,1,4,0,,,,,"[70.0, 30.0, 0.1, 0.1]"
99,20,3,Option,0.3,30,2,[],1,0,1,2,2,0,,,,,"[0.1, 0.3, 30.0, 30.0]"
100,20,3,Attribute,0.1,0.3,1,[],2,0,0,1,2,1,,,,,"[0.1, 0.3, 70.0, 50.0]"
101,20,3,Option,50,0.5,1,[ 4.  2.],1,2,1,3,3,1,0.5,10,0,-2,"[50.0, 10.0, 0.5, 0.5]"
102,20,3,Attribute,30,30,1,[ 4.],2,1,0,2,2,1,0.9,,2,,"[30.0, 30.0, 0.7, 0.9]"
103,20,3,Option,0.9,10,2,[ 3.],1,1,1,5,1,1,0.7,,1,,"[70.0, 10.0, 0.7, 0.9]"
104,20,3,Attribute,50,70,2,[ 1.  2.],1,2,1,3,4,1,0.3,0.1,-1,-2,"[0.3, 0.1, 70.0, 50.0]"
105,20,3,Attribute,10,90,1,[],2,0,0,1,5,1,,,,,"[0.7, 0.7, 10.0, 90.0]"
106,20,3,Option,50,0.7,2,[],2,0,0,3,4,1,,,,,"[50.0, 50.0, 0.5, 0.7]"
107,20,3,Option,0.5,50,1,[ 2.  4.],2,2,0,3,3,1,70,0.7,1,1,"[50.0, 70.0, 0.5, 0.7]"
108,20,3,Attribute,0.5,0.3,1,[],1,0,1,3,2,0,,,,,"[0.5, 0.3, 30.0, 90.0]"
109,20,3,Option,0.1,50,2,[],1,0,1,1,3,1,,,,,"[70.0, 50.0, 0.1, 0.1]"
110,20,3,Option,30,0.1,1,[],2,0,0,2,1,1,,,,,"[0.1, 0.3, 30.0, 50.0]"
111,20,3,Attribute,0.3,0.1,1,[],1,0,1,2,1,1,,,,,"[70.0, 90.0, 0.3, 0.1]"
112,20,3,Attribute,0.9,0.9,2,[ 4.],1,1,1,5,5,1,30,,-1,,"[0.9, 0.9, 50.0, 30.0]"
113,20,3,Attribute,0.1,0.5,2,[],1,0,1,1,3,1,,,,,"[0.5, 0.1, 30.0, 50.0]"
114,20,3,Option,10,0.1,2,[],1,0,1,1,1,1,,,,,"[10.0, 10.0, 0.9, 0.1]"
115,20,3,Option,0.7,10,1,[],2,0,0,4,1,0,,,,,"[0.7, 0.1, 10.0, 50.0]"
116,20,3,Attribute,90,50,1,[ 1.  2.],2,2,0,5,3,1,0.3,0.9,-1,2,"[0.3, 0.9, 90.0, 50.0]"
117,20,3,Attribute,0.7,0.1,1,[],1,0,1,4,1,1,,,,,"[70.0, 30.0, 0.7, 0.1]"
118,20,3,Option,90,0.9,1,[],1,0,1,5,5,1,,,,,"[90.0, 10.0, 0.9, 0.3]"
119,20,3,Option,70,0.3,1,[ 4.],2,1,0,4,2,0,70,,1,,"[0.3, 0.1, 70.0, 70.0]"
120,20,3,Attribute,70,70,2,[ 4.  3.],1,2,1,4,4,1,0.5,0.7,0,1,"[70.0, 70.0, 0.7, 0.5]"
121,20,4,Attribute,0.5,0.9,1,[],2,0,0,3,5,0,,,,,"[70.0, 30.0, 0.5, 0.9]"
122,20,4,Attribute,30,90,2,[],1,0,1,2,5,1,,,,,"[0.5, 0.9, 90.0, 30.0]"
123,20,4,Attribute,70,50,1,[ 1.  2.],2,2,0,4,3,1,0.3,0.5,-1,0,"[0.3, 0.5, 70.0, 50.0]"
124,20,4,Option,0.1,30,1,[],2,0,0,1,2,1,,,,,"[0.1, 0.9, 30.0, 70.0]"
125,20,4,Option,0.3,70,2,[ 1.  3.],2,2,0,2,4,1,30,0.1,-1,-2,"[30.0, 70.0, 0.1, 0.3]"
126,20,4,Option,0.7,50,2,[],2,0,0,4,3,1,,,,,"[70.0, 50.0, 0.1, 0.7]"
127,20,4,Option,90,0.9,1,[],1,0,1,5,5,1,,,,,"[0.9, 0.7, 90.0, 30.0]"
128,20,4,Option,30,0.9,1,[],1,0,1,2,5,1,,,,,"[30.0, 30.0, 0.9, 0.7]"
129,20,4,Option,0.5,10,1,[],2,0,0,3,1,1,,,,,"[0.5, 0.7, 10.0, 30.0]"
130,20,4,Attribute,0.5,0.5,2,[ 2.],1,1,1,3,3,1,10,,-2,,"[30.0, 10.0, 0.5, 0.5]"
131,20,4,Attribute,0.7,0.3,1,[],1,0,1,4,2,1,,,,,"[0.7, 0.3, 50.0, 50.0]"
132,20,4,Attribute,30,50,1,[ 2.],2,1,0,2,3,1,0.5,,0,,"[0.3, 0.5, 30.0, 50.0]"
133,20,4,Attribute,0.1,0.5,2,[],1,0,1,1,3,1,,,,,"[50.0, 70.0, 0.5, 0.1]"
134,20,4,Option,0.7,10,1,[ 4.],2,1,0,4,1,1,0.7,,1,,"[10.0, 90.0, 0.7, 0.7]"
135,20,4,Attribute,0.7,0.9,2,[ 3.  4.],1,2,1,4,5,1,30,10,-1,-2,"[0.9, 0.7, 30.0, 10.0]"
136,20,4,Attribute,50,70,2,[ 3.],1,1,1,3,4,1,0.5,,0,,"[70.0, 50.0, 0.5, 0.7]"
137,20,4,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[0.9, 0.7, 10.0, 90.0]"
138,20,4,Option,50,0.3,2,[],1,0,1,3,2,0,,,,,"[0.1, 0.3, 70.0, 50.0]"
139,20,4,Attribute,0.1,0.1,1,[],1,0,1,1,1,0,,,,,"[70.0, 90.0, 0.1, 0.1]"
